year,selling_price,km_driven,owner,car_age,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual
-1.3951716462765136,60000,0.055913462427037854,0,1.3951716462764876,False,False,False,True,True,False,True
-1.3951716462765136,135000,-0.4389417602056838,0,1.3951716462764876,False,False,False,True,True,False,True
-0.220495283046563,600000,0.7981962963761204,0,0.22049528304653673,True,False,False,False,True,False,True
0.9541810801833877,250000,-0.5379128047322281,0,-0.9541810801834141,False,False,False,True,True,False,True
0.24937526224541726,450000,1.8126495027732,2,-0.2493752622454436,True,False,False,False,True,False,True
-1.3951716462765136,140000,1.4167653246670224,0,1.3951716462764876,False,False,False,True,True,False,True
0.7192458075373975,550000,-1.057510788496586,0,-0.719245807537424,False,False,False,True,True,False,True
0.24937526224541726,240000,-0.191514148889323,2,-0.2493752622454436,False,False,False,True,True,False,True
0.48431053489140735,850000,-1.057510788496586,0,-0.4843105348914338,False,False,False,True,True,False,True
0.9541810801833877,365000,0.2538555514801265,0,-0.9541810801834141,False,False,False,False,True,False,True
0.48431053489140735,260000,-0.8100831771802252,0,-0.4843105348914338,False,False,False,True,True,False,True
0.24937526224541726,250000,0.7981962963761204,0,-0.2493752622454436,False,False,False,True,True,False,True
1.1891163528293778,1200000,-1.057510788496586,0,-1.1891163528294042,False,False,False,True,False,False,False
0.48431053489140735,585000,-1.082253549628222,0,-0.4843105348914338,False,False,False,True,False,False,True
1.424051625475368,1195000,-1.5523660111293076,0,-1.4240516254753945,True,False,False,False,False,False,True
0.014439989599427131,390000,-0.8595686994434972,2,-0.014439989599453426,True,False,False,False,True,False,True
0.24937526224541726,1200000,-0.9832825051016777,0,-0.2493752622454436,True,False,False,False,False,False,False
0.014439989599427131,1200000,-0.2162569100209591,0,-0.014439989599453426,True,False,False,False,False,False,False
1.1891163528293778,975000,-1.5647373916951257,0,-1.1891163528294042,True,False,False,False,False,False,False
-0.45543055569255314,1190000,2.5178181950248284,0,0.45543055569252694,True,False,False,False,False,False,False
1.1891163528293778,930000,-1.3173097803787648,0,-1.1891163528294042,False,False,False,True,False,False,True
1.1891163528293778,525000,-1.304938399812947,0,-1.1891163528294042,False,False,False,True,True,False,True
0.014439989599427131,1200000,-0.4389417602056838,0,-0.014439989599453426,True,False,False,False,False,False,False
-0.220495283046563,1200000,-0.8397744905381884,2,0.22049528304653673,True,False,False,False,False,False,False
-0.45543055569255314,450000,1.5503762347778574,2,0.45543055569252694,True,False,False,False,False,False,False
0.7192458075373975,900000,-0.4389417602056838,0,-0.719245807537424,False,False,False,True,True,False,False
0.48431053489140735,1200000,0.3033410737433987,0,-0.4843105348914338,True,False,False,False,True,False,True
1.424051625475368,1200000,-1.4286522054711273,0,-1.4240516254753945,False,False,False,True,True,False,True
-0.6903658283385432,850000,1.268308757877206,0,0.6903658283385171,False,False,False,True,False,False,False
